name,date,price,views,link
Apple AirPods Pro σφραγισμένα,13/05/2020 04:28  μμ,"
										
											195,00 €
										
									",181,https://www.insomnia.gr/classifieds/item/1576946-apple-airpods-pro-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%B1/
iPhone 7 32 GB  για ανταλλακτικά,13/05/2020 04:28  μμ,"
										
											55,00 €
										
									",190,https://www.insomnia.gr/classifieds/item/1576947-iphone-7-32-gb-%CE%B3%CE%B9%CE%B1-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%BA%CF%84%CE%B9%CE%BA%CE%AC/
iPhone 8plus Icloud locked,13/05/2020 04:42  μμ,"
										
											130,00 €
										
									",80,https://www.insomnia.gr/classifieds/item/1576948-iphone-8plus-icloud-locked/
iPhone SE 128gb μαύρο 1 ημέρας,,"
										
											500,00 €
										
									",238,https://www.insomnia.gr/classifieds/item/1576595-iphone-se-128gb-%CE%BC%CE%B1%CF%8D%CF%81%CE%BF-1-%CE%B7%CE%BC%CE%AD%CF%81%CE%B1%CF%82/
IPHONE XS MAX 256,13/05/2020 01:28  πμ,"
										
											700,00 €
										
									",282,https://www.insomnia.gr/classifieds/item/1551561-iphone-xs-max-256/
Iphone 8,13/05/2020 02:22  πμ,"
										
											90,00 €
										
									",296,https://www.insomnia.gr/classifieds/item/1576652-iphone-8/
iPhone 11 pro 64Gb Space Grey Ελληνικό άψογο 21 ήμερων,,"
										
											850,00 €
										
									",270,https://www.insomnia.gr/classifieds/item/1576672-iphone-11-pro-64gb-space-grey-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C-%CE%AC%CF%88%CE%BF%CE%B3%CE%BF-21-%CE%AE%CE%BC%CE%B5%CF%81%CF%89%CE%BD/
iPhone 7 128G,13/05/2020 06:36  πμ,"
										
											210,00 €
										
									",1093,https://www.insomnia.gr/classifieds/item/1543264-iphone-7-128g/
Κουτί από iPhone 5 SE rose gold! 10€,13/05/2020 07:31  πμ,"
										
											10,00 €
										
									",330,https://www.insomnia.gr/classifieds/item/1569328-%CE%BA%CE%BF%CF%85%CF%84%CE%AF-%CE%B1%CF%80%CF%8C-iphone-5-se-rose-gold-10%E2%82%AC/
iphone 4s 16 GB,13/05/2020 07:58  πμ,"
										
											45,00 €
										
									",118,https://www.insomnia.gr/classifieds/item/1569956-iphone-4s-16-gb/
iphone 5 icloud locked,13/05/2020 09:42  πμ,"
										
											30,00 €
										
									",467,https://www.insomnia.gr/classifieds/item/1518084-iphone-5-icloud-locked/
iPhone 7 32GB Jet Black,13/05/2020 10:04  πμ,"
										
											220,00 €
										
									",1033,https://www.insomnia.gr/classifieds/item/1475367-iphone-7-32gb-jet-black/
I phone 11 Pro 256GB,,"
										
											1.000,00 €
										
									",331,https://www.insomnia.gr/classifieds/item/1560469-i-phone-11-pro-256gb/
iphone 5s icloud locked,,"
										
											20,00 €
										
									",68,https://www.insomnia.gr/classifieds/item/1576717-iphone-5s-icloud-locked/
Ζητείται οθονη για iPhone X γνησια σε λογική τιμή είναι μεγάλη ανάγκη,13/05/2020 10:12  πμ,"
										
											Επικοινωνία
										
									",158,https://www.insomnia.gr/classifieds/item/1565806-%CE%B6%CE%B7%CF%84%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-%CE%BF%CE%B8%CE%BF%CE%BD%CE%B7-%CE%B3%CE%B9%CE%B1-iphone-x-%CE%B3%CE%BD%CE%B7%CF%83%CE%B9%CE%B1-%CF%83%CE%B5-%CE%BB%CE%BF%CE%B3%CE%B9%CE%BA%CE%AE-%CF%84%CE%B9%CE%BC%CE%AE-%CE%B5%CE%AF%CE%BD%CE%B1%CE%B9-%CE%BC%CE%B5%CE%B3%CE%AC%CE%BB%CE%B7-%CE%B1%CE%BD%CE%AC%CE%B3%CE%BA%CE%B7/
iPhone 8 space grey ΑΨΟΓΟ 64gb ΛΑΡΙΣΑ,13/05/2020 10:27  πμ,"
										
											360,00 €
										
									",293,https://www.insomnia.gr/classifieds/item/1567835-iphone-8-space-grey-%CE%B1%CF%88%CE%BF%CE%B3%CE%BF-64gb-%CE%BB%CE%B1%CF%81%CE%B9%CF%83%CE%B1/
Iphone 11 Pro Max 64GB Green Ανταλλαγες,,"
										
											1.000,00 €
										
									",220,https://www.insomnia.gr/classifieds/item/1576722-iphone-11-pro-max-64gb-green-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B5%CF%82/
IPHONE SE 16GB (μπαταρια 98%),13/05/2020 11:16  πμ,"
										
											100,00 €
										
									",481,https://www.insomnia.gr/classifieds/item/1519628-iphone-se-16gb-%CE%BC%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%B9%CE%B1-98/
I phone 6 s plus 32 giga space gray ΑΡΙΣΤΟ,,"
										
											180,00 €
										
									",54,https://www.insomnia.gr/classifieds/item/1576760-i-phone-6-s-plus-32-giga-space-gray-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF/
Iphone 7 32GB,12/05/2020 04:18  μμ,"
										
											220,00 €
										
									",59,https://www.insomnia.gr/classifieds/item/1576331-iphone-7-32gb/
iPhone 6s 16GB,,"
										
											100,00 €
										
									",274,https://www.insomnia.gr/classifieds/item/1571953-iphone-6s-16gb/
Iphone 6s 32gb για κομματια!,12/05/2020 04:26  μμ,"
										
											50,00 €
										
									",80,https://www.insomnia.gr/classifieds/item/1576337-iphone-6s-32gb-%CE%B3%CE%B9%CE%B1-%CE%BA%CE%BF%CE%BC%CE%BC%CE%B1%CF%84%CE%B9%CE%B1/
Iphone x 256Gb Space Gray,,"
										
											480,00 €
										
									",221,https://www.insomnia.gr/classifieds/item/1564617-iphone-x-256gb-space-gray/
iPhone X - Space Grey - 64 GB,12/05/2020 04:38  μμ,"
										
											400,00 €
										
									",265,https://www.insomnia.gr/classifieds/item/1576344-iphone-x-space-grey-64-gb/
Iphone 7,,"
										
											120,00 €
										
									",180,https://www.insomnia.gr/classifieds/item/1576346-iphone-7/
IPhone Xs Max Space Grey 256 Dual Sim ( 2 Nano Sim ) + Extras  ΠΩΛΗΣΗ - ΑΝΤΑΛΛΑΓΗ  SOLD!!!,,"
										
											Επικοινωνία
										
									",308,https://www.insomnia.gr/classifieds/item/1576353-iphone-xs-max-space-grey-256-dual-sim-2-nano-sim-extras-%CF%80%CF%89%CE%BB%CE%B7%CF%83%CE%B7-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7-sold/
I phone 6 plus 16 gb,12/05/2020 05:12  μμ,"
										
											150,00 €
										
									",373,https://www.insomnia.gr/classifieds/item/1527995-i-phone-6-plus-16-gb/
IPHONE 8 plus 64Gb,12/05/2020 06:23  μμ,"
										
											340,00 €
										
									",408,https://www.insomnia.gr/classifieds/item/1561224-iphone-8-plus-64gb/
I Phone 7 Εχει βλάβη.,12/05/2020 06:49  μμ,"
										
											160,00 €
										
									",110,https://www.insomnia.gr/classifieds/item/1576425-i-phone-7-%CE%B5%CF%87%CE%B5%CE%B9-%CE%B2%CE%BB%CE%AC%CE%B2%CE%B7/
iPhone XS 512gb space gray,,"
										
											600,00 €
										
									",84,https://www.insomnia.gr/classifieds/item/1576434-iphone-xs-512gb-space-gray/
Iphone xs max gold 64GB (και ανταλλαγή),12/05/2020 07:02  μμ,"
										
											590,00 €
										
									",548,https://www.insomnia.gr/classifieds/item/1565515-iphone-xs-max-gold-64gb-%CE%BA%CE%B1%CE%B9-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE/
"iPhone 7 32GB ""Super¨",12/05/2020 07:09  μμ,"
										
											210,00 €
										
									",161,https://www.insomnia.gr/classifieds/item/1576438-iphone-7-32gb-super%C2%A8/
11 green 64gb σφραγισμενο,12/05/2020 07:26  μμ,"
										
											700,00 €
										
									",199,https://www.insomnia.gr/classifieds/item/1576445-11-green-64gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/
 Apple iPhone 6s 16gb Θεσσαλονικη,12/05/2020 07:51  μμ,"
										
											80,00 €
										
									",945,https://www.insomnia.gr/classifieds/item/1539589-%C2%A0apple-iphone-6s-16gb-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%B9%CE%BA%CE%B7/
Iphone X 256gb silver,,"
										
											500,00 €
										
									",79,https://www.insomnia.gr/classifieds/item/1576479-iphone-x-256gb-silver/
iPhone 11 Pro 64 Gold,,"
										
											800,00 €
										
									",266,https://www.insomnia.gr/classifieds/item/1576075-iphone-11-pro-64-gold/
IPHONE XR - IPHONE X,12/05/2020 09:23  πμ,"
										
											200,00 €
										
									",931,https://www.insomnia.gr/classifieds/item/1571472-iphone-xr-iphone-x/
iphone 7,12/05/2020 10:31  πμ,"
										
											195,00 €
										
									",118,https://www.insomnia.gr/classifieds/item/1576103-iphone-7/
IPhone XR,,"
										
											1,00 €
										
									",407,https://www.insomnia.gr/classifieds/item/1571309-iphone-xr/
iPhone XS Gold - 98% - υπόλοιπο εγγύησης,12/05/2020 11:49  πμ,"
										
											510,00 €
										
									",137,https://www.insomnia.gr/classifieds/item/1576132-iphone-xs-gold-98-%CF%85%CF%80%CF%8C%CE%BB%CE%BF%CE%B9%CF%80%CE%BF-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7%CF%82/
iPhone 6,,"
										
											45,00 €
										
									",624,https://www.insomnia.gr/classifieds/item/1534651-iphone-6/
iphone 8 plus 64,,"
										
											650,00 €
										
									",73,https://www.insomnia.gr/classifieds/item/1576151-iphone-8-plus-64/
iPhone 7 plus 128gb,12/05/2020 12:30  μμ,"
										
											260,00 €
										
									",149,https://www.insomnia.gr/classifieds/item/1576158-iphone-7-plus-128gb/
IPhone 6 16gb συζητήσιμη!!!,12/05/2020 01:22  μμ,"
										
											120,00 €
										
									",104,https://www.insomnia.gr/classifieds/item/1576191-iphone-6-16gb-%CF%83%CF%85%CE%B6%CE%B7%CF%84%CE%AE%CF%83%CE%B9%CE%BC%CE%B7/
Apple iPhone 7 (ROSE GOLD) 32GB,12/05/2020 01:30  μμ,"
										
											110,00 €
										
									",1386,https://www.insomnia.gr/classifieds/item/1534626-apple-iphone-7-rose-gold-32gb/
Iphone 5s 64GB - ΑΡΙΣΤΟ,,"
										
											60,00 €
										
									",199,https://www.insomnia.gr/classifieds/item/1570752-iphone-5s-64gb-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF/
iPHONE 7 32 GB // BLACK // 99% BATTERY HEALTH // ΑΡΙΣΤΗ ΚΑΤΑΣΤΑΣΗ // ΔΩΡΟ ΘΗΚΗ,,"
										
											200,00 €
										
									",74,https://www.insomnia.gr/classifieds/item/1576253-iphone-7-32-gb-black-99-battery-health-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%B7-%CE%BA%CE%B1%CF%84%CE%B1%CF%83%CF%84%CE%B1%CF%83%CE%B7-%CE%B4%CF%89%CF%81%CE%BF-%CE%B8%CE%B7%CE%BA%CE%B7/
IPHONE 8 GOLD,12/05/2020 02:57  μμ,"
										
											280,00 €
										
									",143,https://www.insomnia.gr/classifieds/item/1576259-iphone-8-gold/
X 64  με εγγύηση γραπτή 6 μήνες και φορτιστή μόνο,12/05/2020 02:57  μμ,"
										
											436,00 €
										
									",188,https://www.insomnia.gr/classifieds/item/1576260-x-64-%CE%BC%CE%B5-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7-%CE%B3%CF%81%CE%B1%CF%80%CF%84%CE%AE-6-%CE%BC%CE%AE%CE%BD%CE%B5%CF%82-%CE%BA%CE%B1%CE%B9-%CF%86%CE%BF%CF%81%CF%84%CE%B9%CF%83%CF%84%CE%AE-%CE%BC%CF%8C%CE%BD%CE%BF/
iPhone X 64 GB Black PUBLIC,12/05/2020 02:58  μμ,"
										
											450,00 €
										
									",1650,https://www.insomnia.gr/classifieds/item/1500700-iphone-x-64-gb-black-public/
Άριστο iPhone xs max 256 space Grey συν δύο δερμάτινες θήκες της Apple!!,,"
										
											Επικοινωνία
										
									",152,https://www.insomnia.gr/classifieds/item/1576267-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF-iphone-xs-max-256-space-grey-%CF%83%CF%85%CE%BD-%CE%B4%CF%8D%CE%BF-%CE%B4%CE%B5%CF%81%CE%BC%CE%AC%CF%84%CE%B9%CE%BD%CE%B5%CF%82-%CE%B8%CE%AE%CE%BA%CE%B5%CF%82-%CF%84%CE%B7%CF%82-apple/
Iphone 8 plus,11/05/2020 08:02  μμ,"
										
											400,00 €
										
									",150,https://www.insomnia.gr/classifieds/item/1571423-iphone-8-plus/
Sold!,,"
										
											Επικοινωνία
										
									",242,https://www.insomnia.gr/classifieds/item/1575852-sold/
Apple iPhone 7 Plus Jet Black (256GB),11/05/2020 09:10  μμ,"
										
											300,00 €
										
									",56,https://www.insomnia.gr/classifieds/item/1575886-apple-iphone-7-plus-jet-black-256gb/
Iphone SE 32gb,,"
										
											100,00 €
										
									",299,https://www.insomnia.gr/classifieds/item/1530151-iphone-se-32gb/
iPhone 7  - 256 Gb - ΑΡΙΣΤΗ ΚΑΤΑΣΤΑΣΗ,11/05/2020 09:18  μμ,"
										
											300,00 €
										
									",40,https://www.insomnia.gr/classifieds/item/1575891-iphone-7-256-gb-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%B7-%CE%BA%CE%B1%CF%84%CE%B1%CF%83%CF%84%CE%B1%CF%83%CE%B7/
IPhone 6 16gb,11/05/2020 09:35  μμ,"
										
											120,00 €
										
									",41,https://www.insomnia.gr/classifieds/item/1575901-iphone-6-16gb/
Τελος,,"
										
											1,00 €
										
									",130,https://www.insomnia.gr/classifieds/item/1575918-%CF%84%CE%B5%CE%BB%CE%BF%CF%82/
ΠΩΛΗΣΗ IPHONE 8 64 GB ΘΕΣΣΑΛΟΝΙΚΗ,,"
										
											270,00 €
										
									",288,https://www.insomnia.gr/classifieds/item/1569737-%CF%80%CF%89%CE%BB%CE%B7%CF%83%CE%B7%C2%A0iphone-8-64-gb-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%B9%CE%BA%CE%B7/
Apple iPhone 6s Gold 16GB - αδυναμια ενεργοποιησης - Θεσσαλονικη,11/05/2020 09:59  μμ,"
										
											70,00 €
										
									",261,https://www.insomnia.gr/classifieds/item/1570859-apple-iphone-6s-gold-16gb-%CE%B1%CE%B4%CF%85%CE%BD%CE%B1%CE%BC%CE%B9%CE%B1-%CE%B5%CE%BD%CE%B5%CF%81%CE%B3%CE%BF%CF%80%CE%BF%CE%B9%CE%B7%CF%83%CE%B7%CF%82-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%B9%CE%BA%CE%B7/
iPhone 11 Pro Max Dual Nano Sim 64gb με προίκα + Airpods Pro για Samsung Galaxy Fold 4G,,"
										
											1.400,00 €
										
									",849,https://www.insomnia.gr/classifieds/item/1535826-iphone-11-pro-max-dual-nano-sim-64gb-%CE%BC%CE%B5-%CF%80%CF%81%CE%BF%CE%AF%CE%BA%CE%B1-airpods-pro-%CE%B3%CE%B9%CE%B1-samsung-galaxy-fold-4g/
Iphone 8plus,11/05/2020 10:02  μμ,"
										
											130,00 €
										
									",348,https://www.insomnia.gr/classifieds/item/1575929-iphone-8plus/
Iphone XR,,"
										
											120,00 €
										
									",352,https://www.insomnia.gr/classifieds/item/1575931-iphone-xr/
iPhone 6 space grey 16GB ελληνικής αντιπροσωπείας,,"
										
											80,00 €
										
									",253,https://www.insomnia.gr/classifieds/item/1570533-iphone-6-space-grey-16gb-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CE%AE%CF%82-%CE%B1%CE%BD%CF%84%CE%B9%CF%80%CF%81%CE%BF%CF%83%CF%89%CF%80%CE%B5%CE%AF%CE%B1%CF%82/
Ανταλλαγή mi 9 με iPhone xs/xs max,11/05/2020 10:12  μμ,"
										
											300,00 €
										
									",60,https://www.insomnia.gr/classifieds/item/1575938-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE-mi-9-%CE%BC%CE%B5-iphone-xsxs-max/
iPhone 7 32GB,,"
										
											195,00 €
										
									",85,https://www.insomnia.gr/classifieds/item/1575946-iphone-7-32gb/
Apple iPhone 6S 64 gb space grey - θήκη gear4 D30,11/05/2020 10:42  μμ,"
										
											165,00 €
										
									",824,https://www.insomnia.gr/classifieds/item/1520497-apple-iphone-6s-64-gb-space-grey-%CE%B8%CE%AE%CE%BA%CE%B7-gear4-d30/
ΠΩΛΕΙΤΑΙ ΙPHONE XS 64 GB SPACE GREY ΑΡΙΣΤΟ ΤΕΛΙΚΗ ΤΙΜΗ!!,11/05/2020 12:50  μμ,"
										
											500,00 €
										
									",853,https://www.insomnia.gr/classifieds/item/1560443-%CF%80%CF%89%CE%BB%CE%B5%CE%B9%CF%84%CE%B1%CE%B9-%CE%B9phone-xs-64-gb-space-grey-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF-%CF%84%CE%B5%CE%BB%CE%B9%CE%BA%CE%B7-%CF%84%CE%B9%CE%BC%CE%B7/
iPhone X 64 gb ΠΛΑΙΣΙΟ,11/05/2020 01:40  μμ,"
										
											520,00 €
										
									",264,https://www.insomnia.gr/classifieds/item/1527003-iphone-x-64-gb-%CF%80%CE%BB%CE%B1%CE%B9%CF%83%CE%B9%CE%BF/
"IPhone Xr ,64gb",11/05/2020 01:50  μμ,"
										
											450,00 €
										
									",172,https://www.insomnia.gr/classifieds/item/1575627-iphone-xr-64gb/
IPHONE 7 PLUS JET BLACK 128GB UNLOCKED ΑΨΟΓΟ,11/05/2020 01:55  μμ,"
										
											330,00 €
										
									",54,https://www.insomnia.gr/classifieds/item/1575630-iphone-7-plus-jet-black-128gb-unlocked-%CE%B1%CF%88%CE%BF%CE%B3%CE%BF/
iPhone pro max 64,11/05/2020 02:04  μμ,"
										
											970,00 €
										
									",83,https://www.insomnia.gr/classifieds/item/1575637-iphone-pro-max-64/
IPHONE X 256GB,11/05/2020 02:23  μμ,"
										
											500,00 €
										
									",187,https://www.insomnia.gr/classifieds/item/1540680-iphone-x-256gb/
iphone XS 64GB SPACE GRAY ΟΛΟΚΑΙΝΟΥΡΓΙΟ(100% ΜΠΑΤΑΡΙΑ),11/05/2020 02:53  μμ,"
										
											520,00 €
										
									",215,https://www.insomnia.gr/classifieds/item/1575664-iphone-xs-64gb-space-gray-%CE%BF%CE%BB%CE%BF%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%BF100-%CE%BC%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%B9%CE%B1/
————————————,,"
										
											Επικοινωνία
										
									",190,https://www.insomnia.gr/classifieds/item/1575685-%E2%80%94%E2%80%94%E2%80%94%E2%80%94%E2%80%94%E2%80%94%E2%80%94%E2%80%94%E2%80%94%E2%80%94%E2%80%94%E2%80%94/
Xs Max 64gb Ολοκαίνουριο  !!!,11/05/2020 03:39  μμ,"
										
											640,00 €
										
									",807,https://www.insomnia.gr/classifieds/item/1562345-xs-max-64gb-%CE%BF%CE%BB%CE%BF%CE%BA%CE%B1%CE%AF%CE%BD%CE%BF%CF%85%CF%81%CE%B9%CE%BF/
Iphone 6s Gold/Rose σε αριστη κατασταση,11/05/2020 04:15  μμ,"
										
											145,00 €
										
									",117,https://www.insomnia.gr/classifieds/item/1571260-iphone-6s-goldrose-%CF%83%CE%B5-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%B7-%CE%BA%CE%B1%CF%84%CE%B1%CF%83%CF%84%CE%B1%CF%83%CE%B7/
Iphone xs 64 gb space grey,,"
										
											460,00 €
										
									",177,https://www.insomnia.gr/classifieds/item/1575754-iphone-xs-64-gb-space-grey/
iPhone 5s 16GB Space Gray + Δώρα,11/05/2020 05:24  μμ,"
										
											80,00 €
										
									",73,https://www.insomnia.gr/classifieds/item/1575755-iphone-5s-16gb-space-gray-%CE%B4%CF%8E%CF%81%CE%B1/
.....,,"
										
											Επικοινωνία
										
									",2777,https://www.insomnia.gr/classifieds/item/1526986--/
ΜΟΝΟ ΑΝΤΑΛΛΑΓΗ,11/05/2020 05:54  μμ,"
										
											1,00 €
										
									",144,https://www.insomnia.gr/classifieds/item/1575762-%CE%BC%CE%BF%CE%BD%CE%BF-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/
Πωλείται iPhone 8 Plus - Μουδανία και Θεσσαλονίκη,11/05/2020 05:58  μμ,"
										
											400,00 €
										
									",112,https://www.insomnia.gr/classifieds/item/1575765-%CF%80%CF%89%CE%BB%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-iphone-8-plus-%CE%BC%CE%BF%CF%85%CE%B4%CE%B1%CE%BD%CE%AF%CE%B1-%CE%BA%CE%B1%CE%B9-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7/
iPhone,,"
										
											1,00 €
										
									",134,https://www.insomnia.gr/classifieds/item/1575772-iphone/
I Phone 11 PRO 64 GB Space grey,,"
										
											940,00 €
										
									",123,https://www.insomnia.gr/classifieds/item/1575274-i-phone-11-pro-64-gb-space-grey/
Iphone Xs 64GB,10/05/2020 09:57  μμ,"
										
											430,00 €
										
									",258,https://www.insomnia.gr/classifieds/item/1575330-iphone-xs-64gb/
......,,"
										
											Επικοινωνία
										
									",165,https://www.insomnia.gr/classifieds/item/1575355--/
Iphone 11 pro 256 silver,10/05/2020 10:44  μμ,"
										
											1.050,00 €
										
									",327,https://www.insomnia.gr/classifieds/item/1575359-iphone-11-pro-256-silver/
Iphone X 256gb + applecare 22/11/2020,,"
										
											520,00 €
										
									",1102,https://www.insomnia.gr/classifieds/item/1500303-iphone-x-256gb-applecare-22112020/
Iphone SE  32gb,11/05/2020 01:05  πμ,"
										
											110,00 €
										
									",311,https://www.insomnia.gr/classifieds/item/1570505-iphone-se-32gb/
IPhone X 64gb,11/05/2020 01:49  πμ,"
										
											460,00 €
										
									",162,https://www.insomnia.gr/classifieds/item/1575446-iphone-x-64gb/
IPhone Xs max 64gb,11/05/2020 01:56  πμ,"
										
											620,00 €
										
									",115,https://www.insomnia.gr/classifieds/item/1575447-iphone-xs-max-64gb/
iPhone 5s 16gb,11/05/2020 03:15  πμ,"
										
											70,00 €
										
									",432,https://www.insomnia.gr/classifieds/item/1523638-iphone-5s-16gb/
iPhone XS 256GB Gold 95% Μπαταρια,11/05/2020 03:36  πμ,"
										
											570,00 €
										
									",446,https://www.insomnia.gr/classifieds/item/1558090-iphone-xs-256gb-gold-95-%CE%BC%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%B9%CE%B1/
iPhone 11 pro Green 64GB απο ΓΕΡΜΑΝΟ,,"
										
											820,00 €
										
									",270,https://www.insomnia.gr/classifieds/item/1575473-iphone-11-pro-green-64gb-%CE%B1%CF%80%CE%BF-%CE%B3%CE%B5%CF%81%CE%BC%CE%B1%CE%BD%CE%BF/
iPhone 6s 16GB,11/05/2020 07:52  πμ,"
										
											250,00 €
										
									",105,https://www.insomnia.gr/classifieds/item/1536957-iphone-6s-16gb/
iPhone 6s plus 128,,"
										
											210,00 €
										
									",62,https://www.insomnia.gr/classifieds/item/1575496-iphone-6s-plus-128/
Iphone 7 128gb,11/05/2020 09:46  πμ,"
										
											225,00 €
										
									",81,https://www.insomnia.gr/classifieds/item/1575504-iphone-7-128gb/
Ανταλλαγή με iPhone 11 pro,11/05/2020 09:50  πμ,"
										
											0,01 €
										
									",105,https://www.insomnia.gr/classifieds/item/1575508-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE-%CE%BC%CE%B5-iphone-11-pro/
I phone 6s 32gb,11/05/2020 10:24  πμ,"
										
											150,00 €
										
									",82,https://www.insomnia.gr/classifieds/item/1575524-i-phone-6s-32gb/
iPhone 7 32gb jet black,,"
										
											180,00 €
										
									",116,https://www.insomnia.gr/classifieds/item/1574963-iphone-7-32gb-jet-black/
Mi9 128 και 300 ευρώ για Xs Max,,"
										
											Επικοινωνία
										
									",59,https://www.insomnia.gr/classifieds/item/1574974-mi9-128-%CE%BA%CE%B1%CE%B9-300-%CE%B5%CF%85%CF%81%CF%8E-%CE%B3%CE%B9%CE%B1-xs-max/
Oθόνη iphone 6s Λευκή,10/05/2020 01:01  μμ,"
										
											20,00 €
										
									",42,https://www.insomnia.gr/classifieds/item/1574980-o%CE%B8%CF%8C%CE%BD%CE%B7-iphone-6s-%CE%BB%CE%B5%CF%85%CE%BA%CE%AE/
iPhone X 256gb,10/05/2020 01:47  μμ,"
										
											390,00 €
										
									",471,https://www.insomnia.gr/classifieds/item/1575008-iphone-x-256gb/
iPhone 11 Pro Max 64GB Gold ΓΙΑ ΠΟΛΥ ΨΥΡΕΣ,10/05/2020 01:50  μμ,"
										
											940,00 €
										
									",234,https://www.insomnia.gr/classifieds/item/1575012-iphone-11-pro-max-64gb-gold-%CE%B3%CE%B9%CE%B1-%CF%80%CE%BF%CE%BB%CF%85-%CF%88%CF%85%CF%81%CE%B5%CF%83/
Πωλείται iPhone 128gb σε άριστη κατάσταση,10/05/2020 01:57  μμ,"
										
											300,00 €
										
									",84,https://www.insomnia.gr/classifieds/item/1575018-%CF%80%CF%89%CE%BB%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-iphone-128gb-%CF%83%CE%B5-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%B7-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7/
iPhone 6S Plus 64GB Silver,10/05/2020 02:38  μμ,"
										
											140,00 €
										
									",147,https://www.insomnia.gr/classifieds/item/1575047-iphone-6s-plus-64gb-silver/
iphone xs max 512gb χρυσό σφραγισμένο Ελληνικό,10/05/2020 02:39  μμ,"
										
											799,00 €
										
									",345,https://www.insomnia.gr/classifieds/item/1566376-iphone-xs-max-512gb-%CF%87%CF%81%CF%85%CF%83%CF%8C-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C/
iPhone 7 32gb,10/05/2020 02:50  μμ,"
										
											220,00 €
										
									",107,https://www.insomnia.gr/classifieds/item/1575055-iphone-7-32gb/
iPhone 6s PLUS 32Gb,10/05/2020 03:20  μμ,"
										
											250,00 €
										
									",505,https://www.insomnia.gr/classifieds/item/1519005-iphone-6s-plus-32gb/
iPhone X 64gb black,,"
										
											400,00 €
										
									",139,https://www.insomnia.gr/classifieds/item/1575081-iphone-x-64gb-black/
Iphone 11 pro και iphone se 2020 σφραγισμένα,,"
										
											1,00 €
										
									",321,https://www.insomnia.gr/classifieds/item/1575105-iphone-11-pro-%CE%BA%CE%B1%CE%B9-iphone-se-2020-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%B1/
iPhone 6s! iCloud locked,10/05/2020 04:25  μμ,"
										
											45,00 €
										
									",805,https://www.insomnia.gr/classifieds/item/1546682-iphone-6s-icloud-locked/
