name,date,price,views,link
τέλος,,"
										
											Επικοινωνία
										
									",112,https://www.insomnia.gr/classifieds/item/1572549-%CF%84%CE%AD%CE%BB%CE%BF%CF%82/
Iphone 6s Plus | 16Gb | Rose Gold,06/05/2020 02:58  μμ,"
										
											135,00 €
										
									",133,https://www.insomnia.gr/classifieds/item/1572581-iphone-6s-plus-16gb-rose-gold/
"11 promax black 256 1,5 μηνα COSMOTE μονο ΑΝΤΑΛΛΑΓΗ",06/05/2020 03:14  μμ,"
										
											1,00 €
										
									",232,https://www.insomnia.gr/classifieds/item/1572596-11-promax-black-256-15-%CE%BC%CE%B7%CE%BD%CE%B1-cosmote-%CE%BC%CE%BF%CE%BD%CE%BF-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/
iPhone X ΆΡΙΣΤΟ!!!,06/05/2020 03:30  μμ,"
										
											450,00 €
										
									",195,https://www.insomnia.gr/classifieds/item/1572608-iphone-x-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF/
Iphone 11 black 128gb 6 μηνων!,,"
										
											700,00 €
										
									",129,https://www.insomnia.gr/classifieds/item/1572668-iphone-11-black-128gb-6-%CE%BC%CE%B7%CE%BD%CF%89%CE%BD/
iPhone 11 Pro Max 64g Μαύρο!!!,06/05/2020 05:28  μμ,"
										
											950,00 €
										
									",1410,https://www.insomnia.gr/classifieds/item/1521418-iphone-11-pro-max-64g-%CE%BC%CE%B1%CF%8D%CF%81%CE%BF/
Note10 plus 512/12-6αρι 16-6s 32gb-x-xs max Θεσσαλονίκη,06/05/2020 06:15  μμ,"
										
											25,00 €
										
									",191,https://www.insomnia.gr/classifieds/item/1572731-note10-plus-51212-6%CE%B1%CF%81%CE%B9-16-6s-32gb-x-xs-max-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7/
Iphone 8 plus 64 gb,,"
										
											350,00 €
										
									",732,https://www.insomnia.gr/classifieds/item/1564256-iphone-8-plus-64-gb/
Iphone 8 plus,06/05/2020 08:09  μμ,"
										
											380,00 €
										
									",106,https://www.insomnia.gr/classifieds/item/1572797-iphone-8-plus/
iPhone 6s,,"
										
											100,00 €
										
									",149,https://www.insomnia.gr/classifieds/item/1572807-iphone-6s/
Iphone 7 | 32GB | Matte Black,,"
										
											150,00 €
										
									",231,https://www.insomnia.gr/classifieds/item/1572204-iphone-7-32gb-matte-black/
Iphone 8 plus Μπαταρια 88%,05/05/2020 09:15  μμ,"
										
											380,00 €
										
									",104,https://www.insomnia.gr/classifieds/item/1572216-iphone-8-plus-%CE%BC%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%B9%CE%B1-88/
iphone 11 64gb yellow,,"
										
											600,00 €
										
									",111,https://www.insomnia.gr/classifieds/item/1572242-iphone-11-64gb-yellow/
iPhone X 64Gb Space Grey,05/05/2020 10:02  μμ,"
										
											420,00 €
										
									",250,https://www.insomnia.gr/classifieds/item/1572243-iphone-x-64gb-space-grey/
iPhone xr 256GB black Σφραγισμένο,,"
										
											620,00 €
										
									",118,https://www.insomnia.gr/classifieds/item/1572245-iphone-xr-256gb-black-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF/
Iphone 7 128 GB,05/05/2020 10:38  μμ,"
										
											150,00 €
										
									",838,https://www.insomnia.gr/classifieds/item/1543436-iphone-7-128-gb/
iPhone x,05/05/2020 10:50  μμ,"
										
											450,00 €
										
									",279,https://www.insomnia.gr/classifieds/item/1572271-iphone-x/
Iphone xs max σπασμένο πίσω τζαμί,,"
										
											450,00 €
										
									",246,https://www.insomnia.gr/classifieds/item/1572282-iphone-xs-max-%CF%83%CF%80%CE%B1%CF%83%CE%BC%CE%AD%CE%BD%CE%BF-%CF%80%CE%AF%CF%83%CF%89-%CF%84%CE%B6%CE%B1%CE%BC%CE%AF/
iphone 8 64gb,05/05/2020 11:39  μμ,"
										
											350,00 €
										
									",86,https://www.insomnia.gr/classifieds/item/1572297-iphone-8-64gb/
iPhone X 64 GB,05/05/2020 11:53  μμ,"
										
											550,00 €
										
									",125,https://www.insomnia.gr/classifieds/item/1572302-iphone-x-64-gb/
iphone 7 32gb silver,,"
										
											100,00 €
										
									",637,https://www.insomnia.gr/classifieds/item/1543088-iphone-7-32gb-silver/
iPhone X 256Gb space grey,,"
										
											450,00 €
										
									",205,https://www.insomnia.gr/classifieds/item/1572314-iphone-x-256gb-space-grey/
iPhone 8 64gb,06/05/2020 12:32  πμ,"
										
											280,00 €
										
									",190,https://www.insomnia.gr/classifieds/item/1572316-iphone-8-64gb/
iPhone7 128GB jet black,06/05/2020 01:08  πμ,"
										
											200,00 €
										
									",567,https://www.insomnia.gr/classifieds/item/1509048-iphone7-128gb-jet-black/
iPhone 8 PLUS 64GB Black,,"
										
											300,00 €
										
									",636,https://www.insomnia.gr/classifieds/item/1561726-iphone-8-plus-64gb-black/
11111,,"
										
											Επικοινωνία
										
									",182,https://www.insomnia.gr/classifieds/item/1572364-11111/
Apple Iphone X 256GB,05/05/2020 11:05  πμ,"
										
											500,00 €
										
									",119,https://www.insomnia.gr/classifieds/item/1571811-apple-iphone-x-256gb/
iPhone 7 jet black 32Gb Άψογο!!!,,"
										
											180,00 €
										
									",1045,https://www.insomnia.gr/classifieds/item/1514723-iphone-7-jet-black-32gb-%CE%AC%CF%88%CE%BF%CE%B3%CE%BF/
iPhone 8 Plus White 64GB,,"
										
											350,00 €
										
									",173,https://www.insomnia.gr/classifieds/item/1571815-iphone-8-plus-white-64gb/
IPHONE XS 64 GB SPACE GREY,05/05/2020 12:36  μμ,"
										
											480,00 €
										
									",134,https://www.insomnia.gr/classifieds/item/1571861-iphone-xs-64-gb-space-grey/
iPhone 6s  Θεσσαλονίκη,05/05/2020 12:47  μμ,"
										
											60,00 €
										
									",352,https://www.insomnia.gr/classifieds/item/1571869-iphone-6s-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7/
iPhone 7 Plus 128GB,,"
										
											295,00 €
										
									",309,https://www.insomnia.gr/classifieds/item/1567191-iphone-7-plus-128gb/
iPhone 4S 8GB σφραγισμένο!,,"
										
											75,00 €
										
									",148,https://www.insomnia.gr/classifieds/item/1571894-iphone-4s-8gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF/
Iphone xs max 64 gb Τρικαλα,05/05/2020 02:10  μμ,"
										
											580,00 €
										
									",121,https://www.insomnia.gr/classifieds/item/1571922-iphone-xs-max-64-gb-%CF%84%CF%81%CE%B9%CE%BA%CE%B1%CE%BB%CE%B1/
iPhone 8 Plus space grey 128GB,,"
										
											Επικοινωνία
										
									",146,https://www.insomnia.gr/classifieds/item/1566979-iphone-8-plus-space-grey-128gb/
iPhone 7 Plus 256Gb,,"
										
											250,00 €
										
									",343,https://www.insomnia.gr/classifieds/item/1515060-iphone-7-plus-256gb/
"iPhone 11 Pro Max gold 64 ελληνικό 2,5 μηνων",,"
										
											970,00 €
										
									",1024,https://www.insomnia.gr/classifieds/item/1571947-iphone-11-pro-max-gold-64-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C-25-%CE%BC%CE%B7%CE%BD%CF%89%CE%BD/
ΠΩΛΕΙΤΑΙ - iPhone 6s 128GB,,"
										
											150,00 €
										
									",630,https://www.insomnia.gr/classifieds/item/1533686-%CF%80%CF%89%CE%BB%CE%B5%CE%B9%CF%84%CE%B1%CE%B9-iphone-6s-128gb/
ΑΝΤΑΛΛΑΓΗ,,"
										
											750,00 €
										
									",140,https://www.insomnia.gr/classifieds/item/1571974-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/
iPhone XS 64GB Space Gray,,"
										
											560,00 €
										
									",222,https://www.insomnia.gr/classifieds/item/1566989-iphone-xs-64gb-space-gray/
iphone 8 64gb space gray,,"
										
											300,00 €
										
									",103,https://www.insomnia.gr/classifieds/item/1571982-iphone-8-64gb-space-gray/
ΘΗΚΕΣ ΓΙΑ Iphone 5/5s,05/05/2020 04:01  μμ,"
										
											50,00 €
										
									",51,https://www.insomnia.gr/classifieds/item/1571997-%CE%B8%CE%B7%CE%BA%CE%B5%CF%83-%CE%B3%CE%B9%CE%B1-iphone-55s/
iPhonε 6 για ανταλακτικα η επισκευη,,"
										
											60,00 €
										
									",134,https://www.insomnia.gr/classifieds/item/1571421-iphon%CE%B5-6-%CE%B3%CE%B9%CE%B1-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%B1%CE%BA%CF%84%CE%B9%CE%BA%CE%B1-%CE%B7-%CE%B5%CF%80%CE%B9%CF%83%CE%BA%CE%B5%CF%85%CE%B7/
iPhone 6 Plus 16G,04/05/2020 04:35  μμ,"
										
											130,00 €
										
									",162,https://www.insomnia.gr/classifieds/item/1562264-iphone-6-plus-16g/
iPhone 6s Plus 128gb,,"
										
											180,00 €
										
									",207,https://www.insomnia.gr/classifieds/item/1571436-iphone-6s-plus-128gb/
iPhone SE 2020 64gb,,"
										
											450,00 €
										
									",257,https://www.insomnia.gr/classifieds/item/1571443-iphone-se-2020-64gb/
iPhone SE 2020 128gb,,"
										
											520,00 €
										
									",170,https://www.insomnia.gr/classifieds/item/1571446-iphone-se-2020-128gb/
IPHONE XR 64 GB,,"
										
											460,00 €
										
									",126,https://www.insomnia.gr/classifieds/item/1571451-iphone-xr-64-gb/
I phone x 256 λευκό,,"
										
											460,00 €
										
									",329,https://www.insomnia.gr/classifieds/item/1571453-i-phone-x-256-%CE%BB%CE%B5%CF%85%CE%BA%CF%8C/
iPhone SE 16GB Space Grey,04/05/2020 05:24  μμ,"
										
											140,00 €
										
									",404,https://www.insomnia.gr/classifieds/item/1558758-iphone-se-16gb-space-grey/
Apple iphone 7 plus 32 GB SILVER 97% battery ΘΕΣΣΑΛΟΝΙΚΗ,04/05/2020 05:38  μμ,"
										
											250,00 €
										
									",196,https://www.insomnia.gr/classifieds/item/1571478-apple-iphone-7-plus-32-gb-silver-97-battery-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%B9%CE%BA%CE%B7/
iphone SE 128gb,04/05/2020 05:44  μμ,"
										
											150,00 €
										
									",143,https://www.insomnia.gr/classifieds/item/1571488-iphone-se-128gb/
Iphone 8 plus 64g gold άριστο Θεσσαλονίκη,,"
										
											390,00 €
										
									",148,https://www.insomnia.gr/classifieds/item/1571506-iphone-8-plus-64g-gold-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7/
Rsim 12/ Rsim 15,04/05/2020 06:31  μμ,"
										
											25,00 €
										
									",85,https://www.insomnia.gr/classifieds/item/1571521-rsim-12-rsim-15/
iPhone 6 plus 128GB !!ΝΑ ΦΥΓΕΙ!!,,"
										
											155,00 €
										
									",180,https://www.insomnia.gr/classifieds/item/1571531-iphone-6-plus-128gb-%CE%BD%CE%B1-%CF%86%CF%85%CE%B3%CE%B5%CE%B9/
IPhone 8 Plus 64gb (μαύρο),,"
										
											350,00 €
										
									",142,https://www.insomnia.gr/classifieds/item/1571553-iphone-8-plus-64gb-%CE%BC%CE%B1%CF%8D%CF%81%CE%BF/
iPhone 11 Pro Max 256GB Silver (Ελληνικο) Ανταλλαγες,,"
										
											1.080,00 €
										
									",869,https://www.insomnia.gr/classifieds/item/1557112-iphone-11-pro-max-256gb-silver-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CE%BF-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B5%CF%82/
iphone xs max 64,,"
										
											620,00 €
										
									",221,https://www.insomnia.gr/classifieds/item/1571573-iphone-xs-max-64/
IPhone SE 64gb 2020,,"
										
											460,00 €
										
									",239,https://www.insomnia.gr/classifieds/item/1571097-iphone-se-64gb-2020/
iPhone 11 Pro Max GOLD 64GB,04/05/2020 03:07  πμ,"
										
											1.050,00 €
										
									",336,https://www.insomnia.gr/classifieds/item/1561606-iphone-11-pro-max-gold-64gb/
Πουληθηκε,,"
										
											555,00 €
										
									",228,https://www.insomnia.gr/classifieds/item/1571141-%CF%80%CE%BF%CF%85%CE%BB%CE%B7%CE%B8%CE%B7%CE%BA%CE%B5/
Iphone xs οθόνη αυθεντική,04/05/2020 05:57  πμ,"
										
											130,00 €
										
									",74,https://www.insomnia.gr/classifieds/item/1571155-iphone-xs-%CE%BF%CE%B8%CF%8C%CE%BD%CE%B7-%CE%B1%CF%85%CE%B8%CE%B5%CE%BD%CF%84%CE%B9%CE%BA%CE%AE/
iPhone xs 256 GB Space Gray / Airpods 2019 with wireless charging case,,"
										
											650,00 €
										
									",162,https://www.insomnia.gr/classifieds/item/1571181-iphone-xs-256-gb-space-gray-airpods-2019-with-wireless-charging-case/
iPhone 6s 32GB space grey κατάσταση σαν καινούριο,04/05/2020 12:01  μμ,"
										
											190,00 €
										
									",46,https://www.insomnia.gr/classifieds/item/1571249-iphone-6s-32gb-space-grey-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7-%CF%83%CE%B1%CE%BD-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%8D%CF%81%CE%B9%CE%BF/
iPhone XS 64GB,04/05/2020 12:19  μμ,"
										
											640,00 €
										
									",538,https://www.insomnia.gr/classifieds/item/1513552-iphone-xs-64gb/
Iphone XS MAX 64 GB gold,04/05/2020 12:20  μμ,"
										
											620,00 €
										
									",75,https://www.insomnia.gr/classifieds/item/1571258-iphone-xs-max-64-gb-gold/
Τέλος,04/05/2020 12:26  μμ,"
										
											Επικοινωνία
										
									",934,https://www.insomnia.gr/classifieds/item/1547898-%CF%84%CE%AD%CE%BB%CE%BF%CF%82/
ΔΙΝΩ.....OnePlus 7T Pro 8/256 με εγγύηση ΓΙΑ 11 Pro Max,04/05/2020 12:40  μμ,"
										
											1,00 €
										
									",126,https://www.insomnia.gr/classifieds/item/1571274-%CE%B4%CE%B9%CE%BD%CF%89oneplus-7t-pro-8256-%CE%BC%CE%B5-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7-%CE%B3%CE%B9%CE%B1-11-pro-max/
iPhone 6s 32GB,04/05/2020 12:52  μμ,"
										
											190,00 €
										
									",40,https://www.insomnia.gr/classifieds/item/1571279-iphone-6s-32gb/
iPhone 7 Plus 128 GB Black (matte),,"
										
											200,00 €
										
									",305,https://www.insomnia.gr/classifieds/item/1571280-iphone-7-plus-128-gb-black-matte/
iPhone 16gb silver,04/05/2020 01:04  μμ,"
										
											200,00 €
										
									",55,https://www.insomnia.gr/classifieds/item/1571284-iphone-16gb-silver/
Ανταλλαγή IPhone 7 Plus black,04/05/2020 01:25  μμ,"
										
											1,00 €
										
									",51,https://www.insomnia.gr/classifieds/item/1571295-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE-iphone-7-plus-black/
IPHONE X 256GB,04/05/2020 01:27  μμ,"
										
											600,00 €
										
									",40,https://www.insomnia.gr/classifieds/item/1571296-iphone-x-256gb/
iPhone 8 Plus - Gold - 64Gb,04/05/2020 01:32  μμ,"
										
											385,00 €
										
									",153,https://www.insomnia.gr/classifieds/item/1571302-iphone-8-plus-gold-64gb/
iPhone X 256GB Άριστο,,"
										
											450,00 €
										
									",242,https://www.insomnia.gr/classifieds/item/1570608-iphone-x-256gb-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF/
Iphone xs max gold 64giga,03/05/2020 12:44  μμ,"
										
											650,00 €
										
									",252,https://www.insomnia.gr/classifieds/item/1562776-iphone-xs-max-gold-64giga/
Ζήτηση iPhone X/XS άμεση αγωρά.,03/05/2020 12:50  μμ,"
										
											400,00 €
										
									",162,https://www.insomnia.gr/classifieds/item/1570626-%CE%B6%CE%AE%CF%84%CE%B7%CF%83%CE%B7-iphone-xxs-%CE%AC%CE%BC%CE%B5%CF%83%CE%B7-%CE%B1%CE%B3%CF%89%CF%81%CE%AC/
Ανταλλάσεται iPhone 7 32gb,03/05/2020 01:22  μμ,"
										
											200,00 €
										
									",62,https://www.insomnia.gr/classifieds/item/1570652-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%AC%CF%83%CE%B5%CF%84%CE%B1%CE%B9-iphone-7-32gb/
IPhone SΕ 64 GB 2016 rose gold,03/05/2020 01:35  μμ,"
										
											150,00 €
										
									",112,https://www.insomnia.gr/classifieds/item/1570664-iphone-s%CE%B5-64-gb-2016-rose-gold/
iphone 6 32GB 2018 space grey (Ελληνικής αντιπροσωπείας) - μπαταρία 96%,03/05/2020 02:40  μμ,"
										
											110,00 €
										
									",185,https://www.insomnia.gr/classifieds/item/1570714-iphone-6-32gb-2018-space-grey-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CE%AE%CF%82-%CE%B1%CE%BD%CF%84%CE%B9%CF%80%CF%81%CE%BF%CF%83%CF%89%CF%80%CE%B5%CE%AF%CE%B1%CF%82-%CE%BC%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%AF%CE%B1-96/
Apple iPhone XR White (64GB),,"
										
											480,00 €
										
									",329,https://www.insomnia.gr/classifieds/item/1570738-apple-iphone-xr-white-64gb/
iPhone 7 32Gb Μαύρο,,"
										
											190,00 €
										
									",299,https://www.insomnia.gr/classifieds/item/1565083-iphone-7-32gb-%CE%BC%CE%B1%CF%8D%CF%81%CE%BF/
iphone 4 16gb κλειδωμενο,03/05/2020 03:35  μμ,"
										
											10,00 €
										
									",78,https://www.insomnia.gr/classifieds/item/1570746-iphone-4-16gb-%CE%BA%CE%BB%CE%B5%CE%B9%CE%B4%CF%89%CE%BC%CE%B5%CE%BD%CE%BF/
iPhone XS Max 64gb,,"
										
											530,00 €
										
									",793,https://www.insomnia.gr/classifieds/item/1560256-iphone-xs-max-64gb/
iphone 7 32gb black - προβλημα audio,03/05/2020 03:56  μμ,"
										
											130,00 €
										
									",234,https://www.insomnia.gr/classifieds/item/1570763-iphone-7-32gb-black-%CF%80%CF%81%CE%BF%CE%B2%CE%BB%CE%B7%CE%BC%CE%B1-audio/
iPhone SE 64 GB Silver,03/05/2020 04:05  μμ,"
										
											120,00 €
										
									",147,https://www.insomnia.gr/classifieds/item/1570775-iphone-se-64-gb-silver/
XS MAX 256GB ΣΦΡΑΓΙΣΜΈΝΟ,,"
										
											750,00 €
										
									",189,https://www.insomnia.gr/classifieds/item/1570838-xs-max-256gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF/
XS MAX 64GB ΣΦΡΑΓΙΣΜΈΝΟ,03/05/2020 05:40  μμ,"
										
											640,00 €
										
									",390,https://www.insomnia.gr/classifieds/item/1570844-xs-max-64gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF/
iphone 11 Pro Max 64 giga σφραγισμενα,03/05/2020 06:21  μμ,"
										
											1.030,00 €
										
									",273,https://www.insomnia.gr/classifieds/item/1570869-iphone-11-pro-max-64-giga-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%B1/
IPHONE 7 32GB,,"
										
											100,00 €
										
									",519,https://www.insomnia.gr/classifieds/item/1570877-iphone-7-32gb/
iPhone X,02/05/2020 08:22  μμ,"
										
											350,00 €
										
									",261,https://www.insomnia.gr/classifieds/item/1570318-iphone-x/
Telos,,"
										
											1,00 €
										
									",185,https://www.insomnia.gr/classifieds/item/1570328-telos/
IPhone 7 Plus 32gb black mat,,"
										
											250,00 €
										
									",100,https://www.insomnia.gr/classifieds/item/1570357-iphone-7-plus-32gb-black-mat/
I phone 7 plus,,"
										
											250,00 €
										
									",182,https://www.insomnia.gr/classifieds/item/1570360-i-phone-7-plus/
Samsung Note 10 / S3 Frontier,,"
										
											620,00 €
										
									",184,https://www.insomnia.gr/classifieds/item/1570362-samsung-note-10-s3-frontier/
iPhone 8 Plus,,"
										
											340,00 €
										
									",262,https://www.insomnia.gr/classifieds/item/1570376-iphone-8-plus/
iphone,,"
										
											1,00 €
										
									",65,https://www.insomnia.gr/classifieds/item/1570404-iphone/
iPhone 11 Pro 64GB space grey Θεσσαλονίκη ΜΟΝΟ,,"
										
											1,00 €
										
									",439,https://www.insomnia.gr/classifieds/item/1570411-iphone-11-pro-64gb-space-grey-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7-%CE%BC%CE%BF%CE%BD%CE%BF/
iPhone 7 128,03/05/2020 12:29  πμ,"
										
											250,00 €
										
									",319,https://www.insomnia.gr/classifieds/item/1556443-iphone-7-128/
