,name,price,type,link,date,model,plus_size
230,11 pro max 12 pro 12,870,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673664-iphone-11-pro-max12-pro12/,,11,3
231,8 plus 64gb,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673683-iphone-8-plus-64gb/,2020-11-10 22:13:00,8,1
232,12 white 64gb,900,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673685-iphone-12-white-64gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/,2020-11-10 22:16:00,12,0
233,x 64 g,490,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673693-iphone-x-64-g/,2020-11-10 22:29:00,x,0
234,xs 64g,580,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673696-iphone-xs-64g/,2020-11-10 22:33:00,xs,0
235,4s,80,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1669775-iphone-4s/,2020-11-10 23:09:00,,0
236,7 32 gb black,250,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673723-iphone-7-32-gb-black/,,7,0
237,7 32 gb black,250,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673725-iphone-7-32-gb-black/,2020-11-10 23:37:00,7,0
238,x 64gb,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673728-iphone-x-64gb/,2020-11-10 23:48:00,x,0
239,lockdown offer macbook air 13 3 2020 silver,890,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673731-lockdown-offer-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF-macbook-air-133-2020-silver/,2020-11-11 00:02:00,,0
240,11 pro 256gb midnight green,805,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673739-iphone-11-pro-256gb-midnight-green/,2020-11-11 00:34:00,11,2
241,11 pro max 256gb 10,930,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673743-iphone-11-pro-max-256gb-10-%CE%B7%CE%BC%CE%B5%CF%81%CF%8E%CE%BD/,2020-11-11 00:54:00,11,3
242,7 matte black 32gb,180,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673747-iphone-7-matte-black-32gb-%CF%83%CE%B5-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%B7-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7/,2020-11-11 01:14:00,7,0
243,11 pro 256 black,800,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673852-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%8D%CF%81%CE%B9%CE%BF-iphone-11-pro-256-black/,2020-11-11 11:38:00,11,2
244,11 pro 64,700,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673854-iphone-11-pro-64/,,11,2
245,se 2020 64gb black,360,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673860-iphone-se-2020-64gb-black-%CE%B3%CE%B5%CF%81%CE%BC%CE%B1%CE%BD%CF%8C%CF%82/,2020-11-11 11:54:00,,0
246,xs silver 64 gb,500,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673862-%CF%80%CF%89%CE%BB%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-iphone-xs-silver-64-gb/,2020-11-11 11:57:00,xs,0
247,11pro max 256gb,950,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1661549-i-phone-11pro-max-256gb-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/,2020-11-11 12:26:00,11,0
248,xs max space gray 64gb,620,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1666246-iphone-xs-max-space-gray-64gb/,2020-11-11 12:43:00,xs,0
249,12 128gb red,950,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673513-iphone-12-128gb-red-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF-%CE%BA%CE%B1%CE%B9-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/,2020-11-10 17:13:00,12,0
250,xiaomi mi note 10 6 128 aurora green dual,300,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673527-xiaomi-mi-note-10-6128-aurora-green-dual-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE-%CE%BC%CE%B5-iphone/,2020-11-10 17:31:00,x,0
251,iphonexr 99 health battery 2021,500,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1644995-iphonexr-99-health-battery%E2%80%98%CE%BC%CE%B5-%CE%B5%CE%B3%CE%B3%CF%85%CE%B7%CF%83%CE%B7-%CE%AD%CF%89%CF%82-%CE%B9%CE%BF%CF%8D%CE%BB%CE%B9%CE%BF-2021/,2020-11-10 17:47:00,,0
252,11 pro 64 gb,750,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673334-iphone-11-pro-64-gb-%CF%85%CF%80%CE%B5%CF%81%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF/,,11,2
253,xs 256 gb silver,650,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673347-iphone-xs-256-gb-silver/,2020-11-10 13:12:00,xs,0
254,x 64gb space grey 92,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1468296-iphone-x-64gb-space-grey-92/,2020-11-10 13:27:00,x,0
255,se 32gb 1st gen,80,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673368-iphone-se-32gb-1st-gen/,2020-11-10 13:34:00,,0
256,xs max,499,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1669636-iphone-xs-max-%CE%B5%CF%85%CE%BA%CE%B1%CE%B9%CF%81%CE%B9%CE%B1%CE%BD%CE%B5%CE%B1-%CF%84%CE%B9%CE%BC%CE%AE/,,xs,0
257,xs 256gb,570,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1642827-i-phone-xs-256gb/,2020-11-10 11:04:00,xs,0
258,xr 64,1,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673289-iphone-xr-64-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/,2020-11-10 11:20:00,xr,0
259,11,500,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673301-iphone-11-%CE%B1%CE%B8%CE%B7%CE%BD%CE%B1/,2020-11-10 11:37:00,11,0
260,7 silver 256gb,220,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1667776-iphone-7-silver-256gb/,2020-11-10 12:15:00,7,0
261,7 128gb,220,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673325-iphone-7-128gb/,,7,0
262,11 64 gb,650,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673329-i-phone-11-64-gb/,2020-11-10 12:45:00,11,0
263,12 128gb black red white,920,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673331-apple-iphone-12-128gb-black-red-white/,2020-11-10 12:47:00,12,0
264,11 pro max space gray 64 gb,800,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1668694-iphone-11-pro-max-space-gray-64-gb/,2020-11-10 13:56:00,11,3
265,11pro max 64gb,950,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673395-iphone-11pro-max-64gb/,2020-11-10 14:06:00,11,0
266,xs max 64gb gold,450,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673411-apple-iphone-xs-max-64gb-gold/,,xs,0
267,se 2020 64gb product red,380,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673017-iphone-se-2020-64gb-product-red/,,,0
268,11 pro max,850,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673019-iphone-11-pro-max/,2020-11-09 18:49:00,11,3
269,ipone 11 black 64gb,700,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673020-ipone-11-black-64gb/,2020-11-09 18:50:00,,0
270,11 pro max 64gb space gray,880,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673049-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF-11-pro-max-64gb-space-gray/,,11,3
271,xs,610,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1652388-iphone-xs-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF/,2020-11-09 19:50:00,xs,0
272,8,290,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673070-%CF%80%CF%89%CE%BB%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-iphone-8/,2020-11-09 20:21:00,8,0
273,xs silver 256gb,510,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1655259-iphone-xs-silver-256gb/,2020-11-09 20:35:00,xs,0
274,7 plus 32gb 2,290,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673087-iphone-7-plus-32gb-%CE%BC%CE%B1%CF%8D%CF%81%CE%BF-2-%CE%B5%CE%B2%CE%B4%CE%BF%CE%BC%CE%AC%CE%B4%CF%89%CE%BD/,2020-11-09 20:53:00,7,1
275,8 red edition 64gb,220,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673091-iphone-8-red-edition-64gb/,2020-11-09 21:04:00,8,0
276,11 128 gb,550,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1666286-iphone-11-128-gb-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF/,,11,0
277,11 64gb,550,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673107-iphone-11-64gb/,,11,0
278,xs 64gb,500,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1664833-iphone-xs-64gb-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7-%CF%80%CE%BB%CE%AE%CF%81%CE%B5%CF%82/,2020-11-09 21:37:00,xs,0
279,2g zte v5 max umidigi zero,10,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1665046-apple-iphone-2g-zte-v5-max-umidigi-zero/,2020-11-09 22:10:00,,0
280,8 plus 64,380,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673142-iphone-8-plus-64/,2020-11-09 22:35:00,8,1
281,11 pro max 64,850,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673181-iphone-11-pro-max-64/,,11,3
282,11 pro max 64gb gold,650,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673188-iphone-11-pro-max-64gb-gold/,,11,3
283,8 64gb gold,300,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1612617-iphone-8-64gb-gold-%CF%83%CE%B5-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%8D%CF%81%CE%B3%CE%B9%CE%BF%CF%85/,2020-11-10 01:03:00,8,0
284,12 pro,1370,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673212-iphone-12-pro-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/,2020-11-10 03:30:00,12,2
